,precision,recall,f1-score,support,lr,bs,epoch
joy,0.13640469738030714,1.0,0.2400635930047695,151.0,0.0625000000375,64,5
fear,0.0,0.0,0.0,169.0,0.0625000000375,64,5
shame,0.0,0.0,0.0,157.0,0.0625000000375,64,5
disgust,0.0,0.0,0.0,153.0,0.0625000000375,64,5
guilt,0.0,0.0,0.0,157.0,0.0625000000375,64,5
anger,0.0,0.0,0.0,151.0,0.0625000000375,64,5
sadness,0.0,0.0,0.0,169.0,0.0625000000375,64,5
accuracy,0.13640469738030714,0.13640469738030714,0.13640469738030714,0.13640469738030714,0.0625000000375,64,5
macro avg,0.019486385340043877,0.14285714285714285,0.03429479900068136,1107.0,0.0625000000375,64,5
weighted avg,0.01860624146741317,0.13640469738030714,0.0327458017558448,1107.0,0.0625000000375,64,5
