,precision,recall,f1-score,support,lr,bs,epoch
joy,0.1358249772105743,0.9867549668874173,0.2387820512820513,151.0,1e-10,64,7
fear,0.0,0.0,0.0,169.0,1e-10,64,7
shame,0.0,0.0,0.0,157.0,1e-10,64,7
disgust,0.1,0.006535947712418301,0.012269938650306749,153.0,1e-10,64,7
guilt,0.0,0.0,0.0,157.0,1e-10,64,7
anger,0.0,0.0,0.0,151.0,1e-10,64,7
sadness,0.0,0.0,0.0,169.0,1e-10,64,7
accuracy,0.13550135501355012,0.13550135501355012,0.13550135501355012,0.13550135501355012,1e-10,64,7
macro avg,0.03368928245865347,0.1418987020856908,0.03586456999033687,1107.0,1e-10,64,7
weighted avg,0.03234830312447762,0.13550135501355012,0.03426683862428788,1107.0,1e-10,64,7
