,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,16,3
fear,0.15266485998193316,1.0,0.26489028213166144,169.0,1e-10,16,3
shame,0.0,0.0,0.0,157.0,1e-10,16,3
disgust,0.0,0.0,0.0,153.0,1e-10,16,3
guilt,0.0,0.0,0.0,157.0,1e-10,16,3
anger,0.0,0.0,0.0,151.0,1e-10,16,3
sadness,0.0,0.0,0.0,169.0,1e-10,16,3
accuracy,0.15266485998193316,0.15266485998193316,0.15266485998193316,0.15266485998193316,1e-10,16,3
macro avg,0.021809265711704738,0.14285714285714285,0.037841468875951634,1107.0,1e-10,16,3
weighted avg,0.023306559473303255,0.15266485998193316,0.04043943783220486,1107.0,1e-10,16,3
