,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,16,13
fear,0.0,0.0,0.0,169.0,1e-10,16,13
shame,0.0,0.0,0.0,157.0,1e-10,16,13
disgust,0.14814814814814814,0.49673202614379086,0.22822822822822822,153.0,1e-10,16,13
guilt,0.1368421052631579,0.16560509554140126,0.14985590778097982,157.0,1e-10,16,13
anger,0.13366336633663367,0.3576158940397351,0.1945945945945946,151.0,1e-10,16,13
sadness,0.0,0.0,0.0,169.0,1e-10,16,13
accuracy,0.14092140921409213,0.14092140921409213,0.14092140921409213,0.14092140921409213,1e-10,16,13
macro avg,0.059807659963991386,0.1457075736749896,0.08181124722911466,1107.0,1e-10,16,13
weighted avg,0.05811566893388811,0.14092140921409213,0.07934063254229136,1107.0,1e-10,16,13
