,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,16,13
fear,0.0,0.0,0.0,169.0,1e-10,16,13
shame,0.16666666666666666,0.012738853503184714,0.023668639053254437,157.0,1e-10,16,13
disgust,0.0,0.0,0.0,153.0,1e-10,16,13
guilt,0.0,0.0,0.0,157.0,1e-10,16,13
anger,0.13711151736745886,0.9933774834437086,0.24096385542168675,151.0,1e-10,16,13
sadness,0.0,0.0,0.0,169.0,1e-10,16,13
accuracy,0.13730803974706413,0.13730803974706413,0.13730803974706413,0.13730803974706413,1e-10,16,13
macro avg,0.0433968834334465,0.14373090527812762,0.03780464206784874,1107.0,1e-10,16,13
weighted avg,0.04234011363067114,0.13730803974706413,0.036225400632371854,1107.0,1e-10,16,13
