,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,32,3
fear,0.0,0.0,0.0,169.0,1e-10,32,3
shame,0.3333333333333333,0.006369426751592357,0.0125,157.0,1e-10,32,3
disgust,0.0,0.0,0.0,153.0,1e-10,32,3
guilt,0.0,0.0,0.0,157.0,1e-10,32,3
anger,0.13677536231884058,1.0,0.24063745019920318,151.0,1e-10,32,3
sadness,0.0,0.0,0.0,169.0,1e-10,32,3
accuracy,0.13730803974706413,0.13730803974706413,0.13730803974706413,0.13730803974706413,1e-10,32,3
macro avg,0.0671583850931677,0.1437670609645132,0.03616249288560046,1107.0,1e-10,32,3
weighted avg,0.06593171909979968,0.13730803974706413,0.03459688796755165,1107.0,1e-10,32,3
