,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,16,3
fear,0.0,0.0,0.0,169.0,1e-10,16,3
shame,0.14023831347387716,0.9745222929936306,0.24519230769230765,157.0,1e-10,16,3
disgust,0.0,0.0,0.0,153.0,1e-10,16,3
guilt,0.0,0.0,0.0,157.0,1e-10,16,3
anger,0.0,0.0,0.0,151.0,1e-10,16,3
sadness,0.125,0.011834319526627219,0.02162162162162162,169.0,1e-10,16,3
accuracy,0.14001806684733514,0.14001806684733514,0.14001806684733514,0.14001806684733514,1e-10,16,3
macro avg,0.03789118763912531,0.14090808750289396,0.03811627561627561,1107.0,1e-10,16,3
weighted avg,0.03897237146829152,0.14001806684733514,0.038075199965443854,1107.0,1e-10,16,3
