,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,64,1
fear,0.0,0.0,0.0,169.0,1e-10,64,1
shame,0.0,0.0,0.0,157.0,1e-10,64,1
disgust,0.0,0.0,0.0,153.0,1e-10,64,1
guilt,0.14195298372513562,1.0,0.24861441013460014,157.0,1e-10,64,1
anger,0.0,0.0,0.0,151.0,1e-10,64,1
sadness,0.0,0.0,0.0,169.0,1e-10,64,1
accuracy,0.14182475158084915,0.14182475158084915,0.14182475158084915,0.14182475158084915,1e-10,64,1
macro avg,0.020278997675019374,0.14285714285714285,0.035516344304942875,1107.0,1e-10,64,1
weighted avg,0.02013244665297768,0.14182475158084915,0.03525967695675901,1107.0,1e-10,64,1
