,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,16,7
fear,0.17251461988304093,0.34911242603550297,0.2309197651663405,169.0,1e-10,16,7
shame,0.15833333333333333,0.12101910828025478,0.1371841155234657,157.0,1e-10,16,7
disgust,0.0,0.0,0.0,153.0,1e-10,16,7
guilt,0.13333333333333333,0.5477707006369427,0.2144638403990025,157.0,1e-10,16,7
anger,0.0,0.0,0.0,151.0,1e-10,16,7
sadness,0.0,0.0,0.0,169.0,1e-10,16,7
accuracy,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,1e-10,16,7
macro avg,0.06631161236424395,0.1454146049932429,0.0832239601555441,1107.0,1e-10,16,7
weighted avg,0.0677024728336952,0.14814814814814814,0.0851257176087977,1107.0,1e-10,16,7
