,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,64,9
fear,0.0,0.0,0.0,169.0,1e-10,64,9
shame,0.14182475158084915,1.0,0.24841772151898736,157.0,1e-10,64,9
disgust,0.0,0.0,0.0,153.0,1e-10,64,9
guilt,0.0,0.0,0.0,157.0,1e-10,64,9
anger,0.0,0.0,0.0,151.0,1e-10,64,9
sadness,0.0,0.0,0.0,169.0,1e-10,64,9
accuracy,0.14182475158084915,0.14182475158084915,0.14182475158084915,0.14182475158084915,1e-10,64,9
macro avg,0.020260678797264165,0.14285714285714285,0.035488245931283906,1107.0,1e-10,64,9
weighted avg,0.02011426016096957,0.14182475158084915,0.035231781642710944,1107.0,1e-10,64,9
