,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,0.01250000008749999,16,1
fear,0.0,0.0,0.0,169.0,0.01250000008749999,16,1
shame,0.0,0.0,0.0,157.0,0.01250000008749999,16,1
disgust,0.13846153846153847,1.0,0.24324324324324326,153.0,0.01250000008749999,16,1
guilt,0.0,0.0,0.0,157.0,0.01250000008749999,16,1
anger,0.0,0.0,0.0,151.0,0.01250000008749999,16,1
sadness,0.0,0.0,0.0,169.0,0.01250000008749999,16,1
accuracy,0.13821138211382114,0.13821138211382114,0.13821138211382114,0.13821138211382114,0.01250000008749999,16,1
macro avg,0.019780219780219783,0.14285714285714285,0.03474903474903475,1107.0,0.01250000008749999,16,1
weighted avg,0.019136960600375237,0.13821138211382114,0.03361898483849703,1107.0,0.01250000008749999,16,1
