,precision,recall,f1-score,support,lr,bs,epoch
joy,0.125,0.013245033112582781,0.02395209580838323,151.0,1e-10,16,1
fear,0.0,0.0,0.0,169.0,1e-10,16,1
shame,0.0,0.0,0.0,157.0,1e-10,16,1
disgust,0.13957759412304868,0.9934640522875817,0.24476650563607089,153.0,1e-10,16,1
guilt,0.0,0.0,0.0,157.0,1e-10,16,1
anger,0.0,0.0,0.0,151.0,1e-10,16,1
sadness,0.0,0.0,0.0,169.0,1e-10,16,1
accuracy,0.13911472448057813,0.13911472448057813,0.13911472448057813,0.13911472448057813,1e-10,16,1
macro avg,0.03779679916043553,0.14381558362859495,0.03838837163492202,1107.0,1e-10,16,1
weighted avg,0.03634179936840691,0.13911472448057813,0.03709669541949838,1107.0,1e-10,16,1
