,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,32,7
fear,0.0,0.0,0.0,169.0,1e-10,32,7
shame,0.1339031339031339,0.5987261146496815,0.21885913853317812,157.0,1e-10,32,7
disgust,0.0,0.0,0.0,153.0,1e-10,32,7
guilt,0.0,0.0,0.0,157.0,1e-10,32,7
anger,0.11386138613861387,0.304635761589404,0.1657657657657658,151.0,1e-10,32,7
sadness,0.0,0.0,0.0,169.0,1e-10,32,7
accuracy,0.12646793134598014,0.12646793134598014,0.12646793134598014,0.12646793134598014,1e-10,32,7
macro avg,0.03539493143453539,0.12905169660558363,0.05494641489984913,1107.0,1e-10,32,7
weighted avg,0.03452200662124907,0.12646793134598014,0.05365087206896079,1107.0,1e-10,32,7
