,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,64,1
fear,0.0,0.0,0.0,169.0,1e-10,64,1
shame,0.13709677419354838,0.21656050955414013,0.16790123456790124,157.0,1e-10,64,1
disgust,0.13466042154566746,0.7516339869281046,0.22840119165839126,153.0,1e-10,64,1
guilt,0.2,0.006369426751592357,0.01234567901234568,157.0,1e-10,64,1
anger,0.0,0.0,0.0,151.0,1e-10,64,1
sadness,0.0,0.0,0.0,169.0,1e-10,64,1
accuracy,0.13550135501355012,0.13550135501355012,0.13550135501355012,0.13550135501355012,1e-10,64,1
macro avg,0.06739388510560226,0.13922341760483387,0.05837830074837689,1107.0,1e-10,64,1
weighted avg,0.06642026923656208,0.13550135501355012,0.05713111811728331,1107.0,1e-10,64,1
