,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,16,3
fear,0.0,0.0,0.0,169.0,1e-10,16,3
shame,0.0,0.0,0.0,157.0,1e-10,16,3
disgust,0.14516129032258066,0.058823529411764705,0.08372093023255814,153.0,1e-10,16,3
guilt,0.0,0.0,0.0,157.0,1e-10,16,3
anger,0.0,0.0,0.0,151.0,1e-10,16,3
sadness,0.1492822966507177,0.9230769230769231,0.25700164744645804,169.0,1e-10,16,3
accuracy,0.14905149051490515,0.14905149051490515,0.14905149051490515,0.14905149051490515,1e-10,16,3
macro avg,0.04206336956761405,0.14027149321266968,0.048674653954145164,1107.0,1e-10,16,3
weighted avg,0.04285310348087275,0.14905149051490515,0.05080630600183632,1107.0,1e-10,16,3
