,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,64,13
fear,0.0,0.0,0.0,169.0,1e-10,64,13
shame,0.0,0.0,0.0,157.0,1e-10,64,13
disgust,0.0,0.0,0.0,153.0,1e-10,64,13
guilt,0.0,0.0,0.0,157.0,1e-10,64,13
anger,0.13333333333333333,0.06622516556291391,0.08849557522123894,151.0,1e-10,64,13
sadness,0.1483996120271581,0.9053254437869822,0.25500000000000006,169.0,1e-10,64,13
accuracy,0.14724480578139115,0.14724480578139115,0.14724480578139115,0.14724480578139115,1e-10,64,13
macro avg,0.04024756362292735,0.1387929441928423,0.049070796460176994,1107.0,1e-10,64,13
weighted avg,0.04084269897554024,0.14724480578139115,0.051000751452942264,1107.0,1e-10,64,13
