,precision,recall,f1-score,support,lr,bs,epoch
joy,0.14256198347107438,0.45695364238410596,0.2173228346456693,151.0,1e-10,16,11
fear,0.0,0.0,0.0,169.0,1e-10,16,11
shame,0.0,0.0,0.0,157.0,1e-10,16,11
disgust,0.0,0.0,0.0,153.0,1e-10,16,11
guilt,0.14125200642054575,0.5605095541401274,0.22564102564102564,157.0,1e-10,16,11
anger,0.0,0.0,0.0,151.0,1e-10,16,11
sadness,0.0,0.0,0.0,169.0,1e-10,16,11
accuracy,0.14182475158084915,0.14182475158084915,0.14182475158084915,0.14182475158084915,1e-10,16,11
macro avg,0.040544855698802874,0.1453518852177476,0.06328055146952785,1107.0,1e-10,16,11
weighted avg,0.03947915493419865,0.14182475158084915,0.061645337901659526,1107.0,1e-10,16,11
