,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,0.025000000075,16,11
fear,0.25,0.005917159763313609,0.011560693641618498,169.0,0.025000000075,16,11
shame,0.0,0.0,0.0,157.0,0.025000000075,16,11
disgust,0.1387126019945603,1.0,0.24363057324840762,153.0,0.025000000075,16,11
guilt,0.0,0.0,0.0,157.0,0.025000000075,16,11
anger,0.0,0.0,0.0,151.0,0.025000000075,16,11
sadness,0.0,0.0,0.0,169.0,0.025000000075,16,11
accuracy,0.13911472448057813,0.13911472448057813,0.13911472448057813,0.13911472448057813,0.025000000075,16,11
macro avg,0.05553037171350861,0.1437024513947591,0.03645589527000374,1107.0,0.025000000075,16,11
weighted avg,0.057337875433755854,0.13911472448057813,0.03543742992993667,1107.0,0.025000000075,16,11
