,precision,recall,f1-score,support,lr,bs,epoch
joy,0.7142857142857143,0.033112582781456956,0.06329113924050632,151.0,0.1,16,1
fear,0.8421052631578947,0.09467455621301775,0.1702127659574468,169.0,0.1,16,1
shame,0.14364035087719298,0.8343949044585988,0.245088868101029,157.0,0.1,16,1
disgust,0.23880597014925373,0.10457516339869281,0.14545454545454548,153.0,0.1,16,1
guilt,0.18181818181818182,0.11464968152866242,0.140625,157.0,0.1,16,1
anger,0.0,0.0,0.0,151.0,0.1,16,1
sadness,0.3333333333333333,0.005917159763313609,0.011627906976744186,169.0,0.1,16,1
accuracy,0.16892502258355918,0.16892502258355918,0.16892502258355918,0.16892502258355918,0.1,16,1
macro avg,0.35056983051736734,0.16961772116339177,0.11090003224718169,1107.0,0.1,16,1
weighted avg,0.3560438741916622,0.16892502258355918,0.11120113685420212,1107.0,0.1,16,1
