,precision,recall,f1-score,support,lr,bs,epoch
joy,0.3611111111111111,0.17218543046357615,0.23318385650224213,151.0,0.01250000008749999,64,3
fear,0.6491228070175439,0.21893491124260356,0.32743362831858414,169.0,0.01250000008749999,64,3
shame,1.0,0.025477707006369428,0.04968944099378882,157.0,0.01250000008749999,64,3
disgust,0.15848214285714285,0.9281045751633987,0.2707340324118208,153.0,0.01250000008749999,64,3
guilt,0.23809523809523808,0.03184713375796178,0.05617977528089888,157.0,0.01250000008749999,64,3
anger,0.7096774193548387,0.1456953642384106,0.24175824175824176,151.0,0.01250000008749999,64,3
sadness,0.2692307692307692,0.04142011834319527,0.0717948717948718,169.0,0.01250000008749999,64,3
accuracy,0.21951219512195122,0.21951219512195122,0.21951219512195122,0.21951219512195122,0.01250000008749999,64,3
macro avg,0.48367421252380627,0.22338074860221652,0.17868197815149262,1107.0,0.01250000008749999,64,3
weighted avg,0.4837574911693032,0.21951219512195122,0.17816589636010993,1107.0,0.01250000008749999,64,3
