,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,32,1
fear,0.2,0.11242603550295859,0.14393939393939395,169.0,1e-10,32,1
shame,0.0,0.0,0.0,157.0,1e-10,32,1
disgust,0.0,0.0,0.0,153.0,1e-10,32,1
guilt,0.14186507936507936,0.910828025477707,0.2454935622317597,157.0,1e-10,32,1
anger,0.0,0.0,0.0,151.0,1e-10,32,1
sadness,0.0,0.0,0.0,169.0,1e-10,32,1
accuracy,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.14634146341463414,1e-10,32,1
macro avg,0.048837868480725626,0.1461791515686665,0.05563327945302195,1107.0,1e-10,32,1
weighted avg,0.050652951635336466,0.14634146341463414,0.05679155089985894,1107.0,1e-10,32,1
