,precision,recall,f1-score,support,lr,bs,epoch
joy,0.7142857142857143,0.06622516556291391,0.12121212121212122,151.0,0.075000000025,32,5
fear,0.0,0.0,0.0,169.0,0.075000000025,32,5
shame,0.0,0.0,0.0,157.0,0.075000000025,32,5
disgust,0.0,0.0,0.0,153.0,0.075000000025,32,5
guilt,0.14325323475046212,0.9872611464968153,0.25020177562550444,157.0,0.075000000025,32,5
anger,0.0,0.0,0.0,151.0,0.075000000025,32,5
sadness,0.18181818181818182,0.011834319526627219,0.02222222222222222,169.0,0.075000000025,32,5
accuracy,0.15085817524841916,0.15085817524841916,0.15085817524841916,0.15085817524841916,0.075000000025,32,5
macro avg,0.1484795901220512,0.15218866165519376,0.056233731294263976,1107.0,0.075000000025,32,5
weighted avg,0.14550602840129911,0.15085817524841916,0.05541125982998198,1107.0,0.075000000025,32,5
