,precision,recall,f1-score,support,lr,bs,epoch
joy,0.7777777777777778,0.046357615894039736,0.0875,151.0,0.075000000025,32,11
fear,0.0,0.0,0.0,169.0,0.075000000025,32,11
shame,0.0,0.0,0.0,157.0,0.075000000025,32,11
disgust,0.0,0.0,0.0,153.0,0.075000000025,32,11
guilt,0.14617618586640851,0.9617834394904459,0.253781512605042,157.0,0.075000000025,32,11
anger,0.1,0.006622516556291391,0.012422360248447204,151.0,0.075000000025,32,11
sadness,0.18181818181818182,0.05917159763313609,0.08928571428571429,169.0,0.075000000025,32,11
accuracy,0.15266485998193316,0.15266485998193316,0.15266485998193316,0.15266485998193316,0.075000000025,32,11
macro avg,0.17225316363748117,0.15341930993913047,0.06328422673417193,1107.0,0.075000000025,32,11
weighted avg,0.16822166066191807,0.15266485998193316,0.06325317036205315,1107.0,0.075000000025,32,11
