,precision,recall,f1-score,support,lr,bs,epoch
joy,0.3486238532110092,0.25165562913907286,0.29230769230769227,151.0,0.025000000075,32,9
fear,0.5795454545454546,0.30177514792899407,0.39688715953307396,169.0,0.025000000075,32,9
shame,0.6666666666666666,0.050955414012738856,0.09467455621301775,157.0,0.025000000075,32,9
disgust,0.1842948717948718,0.7516339869281046,0.29601029601029605,153.0,0.025000000075,32,9
guilt,0.27956989247311825,0.16560509554140126,0.208,157.0,0.025000000075,32,9
anger,0.32558139534883723,0.2781456953642384,0.3,151.0,0.025000000075,32,9
sadness,0.25,0.07692307692307693,0.11764705882352941,169.0,0.025000000075,32,9
accuracy,0.2646793134598013,0.2646793134598013,0.2646793134598013,0.2646793134598013,0.025000000075,32,9
macro avg,0.37632601914856545,0.26809914940537527,0.24364668041251564,1107.0,0.025000000075,32,9
weighted avg,0.3782786174528277,0.2646793134598013,0.24318358180284244,1107.0,0.025000000075,32,9
