,precision,recall,f1-score,support,lr,bs,epoch
joy,0.3644067796610169,0.2847682119205298,0.31970260223048325,151.0,0.0625000000375,16,5
fear,0.5783132530120482,0.28402366863905326,0.380952380952381,169.0,0.0625000000375,16,5
shame,0.23148148148148148,0.1592356687898089,0.18867924528301888,157.0,0.0625000000375,16,5
disgust,0.18461538461538463,0.7058823529411765,0.2926829268292683,153.0,0.0625000000375,16,5
guilt,0.28368794326241137,0.25477707006369427,0.2684563758389262,157.0,0.0625000000375,16,5
anger,0.7142857142857143,0.16556291390728478,0.26881720430107525,151.0,0.0625000000375,16,5
sadness,0.1891891891891892,0.04142011834319527,0.0679611650485437,169.0,0.0625000000375,16,5
accuracy,0.26738934056007224,0.26738934056007224,0.26738934056007224,0.26738934056007224,0.0625000000375,16,5
macro avg,0.36371139221532084,0.27081000065782035,0.25532170006909954,1107.0,0.0625000000375,16,5
weighted avg,0.36288909923117485,0.26738934056007224,0.254095447499047,1107.0,0.0625000000375,16,5
