,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,64,13
fear,0.14990512333965844,0.9349112426035503,0.2583810302534751,169.0,1e-10,64,13
shame,0.0,0.0,0.0,157.0,1e-10,64,13
disgust,0.0,0.0,0.0,153.0,1e-10,64,13
guilt,0.0,0.0,0.0,157.0,1e-10,64,13
anger,0.0,0.0,0.0,151.0,1e-10,64,13
sadness,0.07547169811320754,0.023668639053254437,0.036036036036036036,169.0,1e-10,64,13
accuracy,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.14634146341463414,1e-10,64,13
macro avg,0.03219668877898085,0.13693998309382924,0.04205958089850159,1107.0,1e-10,64,13
weighted avg,0.03440712089027493,0.14634146341463414,0.04494714020137975,1107.0,1e-10,64,13
