,precision,recall,f1-score,support,lr,bs,epoch
joy,0.48717948717948717,0.12582781456953643,0.19999999999999998,151.0,0.075000000025,32,13
fear,0.0,0.0,0.0,169.0,0.075000000025,32,13
shame,0.0,0.0,0.0,157.0,0.075000000025,32,13
disgust,0.0,0.0,0.0,153.0,0.075000000025,32,13
guilt,0.14232209737827714,0.9681528662420382,0.24816326530612245,157.0,0.075000000025,32,13
anger,0.0,0.0,0.0,151.0,0.075000000025,32,13
sadness,0.0,0.0,0.0,169.0,0.075000000025,32,13
accuracy,0.15447154471544716,0.15447154471544716,0.15447154471544716,0.15447154471544716,0.075000000025,32,13
macro avg,0.08992879779396633,0.15628295440165352,0.06402332361516035,1107.0,0.075000000025,32,13
weighted avg,0.08663836662375075,0.15447154471544716,0.0624766329295946,1107.0,0.075000000025,32,13
