,precision,recall,f1-score,support,lr,bs,epoch
joy,0.35714285714285715,0.2980132450331126,0.3249097472924188,151.0,0.05000000005,16,11
fear,0.5842696629213483,0.3076923076923077,0.40310077519379844,169.0,0.05000000005,16,11
shame,0.2777777777777778,0.12738853503184713,0.17467248908296945,157.0,0.05000000005,16,11
disgust,0.19005328596802842,0.6993464052287581,0.2988826815642458,153.0,0.05000000005,16,11
guilt,0.2389937106918239,0.24203821656050956,0.24050632911392406,157.0,0.05000000005,16,11
anger,0.5660377358490566,0.1986754966887417,0.2941176470588235,151.0,0.05000000005,16,11
sadness,0.2,0.05325443786982249,0.08411214953271029,169.0,0.05000000005,16,11
accuracy,0.2719060523938573,0.2719060523938573,0.2719060523938573,0.2719060523938573,0.05000000005,16,11
macro avg,0.34489643290727034,0.27520123487215703,0.2600431169769843,1107.0,0.05000000005,16,11
weighted avg,0.34521510299758146,0.2719060523938573,0.2590101585926463,1107.0,0.05000000005,16,11
