,precision,recall,f1-score,support,lr,bs,epoch
joy,0.75,0.019867549668874173,0.03870967741935484,151.0,0.075000000025,32,9
fear,0.0,0.0,0.0,169.0,0.075000000025,32,9
shame,0.0,0.0,0.0,157.0,0.075000000025,32,9
disgust,0.0,0.0,0.0,153.0,0.075000000025,32,9
guilt,0.0,0.0,0.0,157.0,0.075000000025,32,9
anger,0.1371480472297911,1.0,0.24121405750798725,151.0,0.075000000025,32,9
sadness,0.0,0.0,0.0,169.0,0.075000000025,32,9
accuracy,0.13911472448057813,0.13911472448057813,0.13911472448057813,0.13911472448057813,0.075000000025,32,9
macro avg,0.1267354353185416,0.14569536423841062,0.03998910498962029,1107.0,0.075000000025,32,9
weighted avg,0.12101116091391008,0.13911472448057813,0.03818291235232941,1107.0,0.075000000025,32,9
