,precision,recall,f1-score,support,lr,bs,epoch
joy,0.36607142857142855,0.271523178807947,0.311787072243346,151.0,0.0375000000625,16,11
fear,0.5625,0.31952662721893493,0.4075471698113207,169.0,0.0375000000625,16,11
shame,0.26,0.08280254777070063,0.12560386473429952,157.0,0.0375000000625,16,11
disgust,0.18456375838926176,0.7189542483660131,0.2937249666221629,153.0,0.0375000000625,16,11
guilt,0.23484848484848486,0.19745222929936307,0.21453287197231835,157.0,0.0375000000625,16,11
anger,0.4305555555555556,0.2052980132450331,0.27802690582959644,151.0,0.0375000000625,16,11
sadness,0.22448979591836735,0.0650887573964497,0.10091743119266053,169.0,0.0375000000625,16,11
accuracy,0.26287262872628725,0.26287262872628725,0.26287262872628725,0.26287262872628725,0.0375000000625,16,11
macro avg,0.32328986046901403,0.26580651458634874,0.24744861177224348,1107.0,0.0375000000625,16,11
weighted avg,0.3244999252648129,0.26287262872628725,0.24691401609287905,1107.0,0.0375000000625,16,11
