,precision,recall,f1-score,support,lr,bs,epoch
joy,0.3392857142857143,0.25165562913907286,0.2889733840304182,151.0,0.075000000025,16,13
fear,0.6219512195121951,0.30177514792899407,0.40637450199203184,169.0,0.075000000025,16,13
shame,0.1937984496124031,0.1592356687898089,0.17482517482517484,157.0,0.075000000025,16,13
disgust,0.17777777777777778,0.6274509803921569,0.27705627705627706,153.0,0.075000000025,16,13
guilt,0.22818791946308725,0.21656050955414013,0.22222222222222224,157.0,0.075000000025,16,13
anger,0.5283018867924528,0.18543046357615894,0.27450980392156865,151.0,0.075000000025,16,13
sadness,0.16666666666666666,0.04142011834319527,0.06635071090047394,169.0,0.075000000025,16,13
accuracy,0.25203252032520324,0.25203252032520324,0.25203252032520324,0.25203252032520324,0.075000000025,16,13
macro avg,0.322281376301471,0.2547897882462181,0.2443302964211667,1107.0,0.075000000025,16,13
weighted avg,0.3231562876891444,0.25203252032520324,0.24363376159497308,1107.0,0.075000000025,16,13
