,precision,recall,f1-score,support,lr,bs,epoch
joy,0.37037037037037035,0.26490066225165565,0.3088803088803089,151.0,0.01250000008749999,16,9
fear,0.49586776859504134,0.35502958579881655,0.4137931034482759,169.0,0.01250000008749999,16,9
shame,0.4,0.050955414012738856,0.09039548022598871,157.0,0.01250000008749999,16,9
disgust,0.18066561014263074,0.7450980392156863,0.29081632653061223,153.0,0.01250000008749999,16,9
guilt,0.2807017543859649,0.10191082802547771,0.14953271028037385,157.0,0.01250000008749999,16,9
anger,0.328,0.271523178807947,0.2971014492753623,151.0,0.01250000008749999,16,9
sadness,0.24444444444444444,0.0650887573964497,0.10280373831775699,169.0,0.01250000008749999,16,9
accuracy,0.26196928635953026,0.26196928635953026,0.26196928635953026,0.26196928635953026,0.01250000008749999,16,9
macro avg,0.3285785639912074,0.26492949507268165,0.2361890167083827,1107.0,0.01250000008749999,16,9
weighted avg,0.32979106027101907,0.26196928635953026,0.23574682530139887,1107.0,0.01250000008749999,16,9
