,precision,recall,f1-score,support,lr,bs,epoch
joy,0.3684210526315789,0.23178807947019867,0.2845528455284553,151.0,0.01250000008749999,16,3
fear,0.48672566371681414,0.3254437869822485,0.39007092198581556,169.0,0.01250000008749999,16,3
shame,0.8571428571428571,0.03821656050955414,0.07317073170731707,157.0,0.01250000008749999,16,3
disgust,0.175,0.7777777777777778,0.2857142857142857,153.0,0.01250000008749999,16,3
guilt,0.29411764705882354,0.03184713375796178,0.05747126436781609,157.0,0.01250000008749999,16,3
anger,0.2866666666666667,0.2847682119205298,0.2857142857142857,151.0,0.01250000008749999,16,3
sadness,0.2222222222222222,0.05917159763313609,0.09345794392523366,169.0,0.01250000008749999,16,3
accuracy,0.24661246612466126,0.24661246612466126,0.24661246612466126,0.24661246612466126,0.01250000008749999,16,3
macro avg,0.38432801563413754,0.249859021150201,0.21002175413474414,1107.0,0.01250000008749999,16,3
weighted avg,0.38505269873296843,0.24661246612466126,0.20962221703225184,1107.0,0.01250000008749999,16,3
