,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6071428571428571,0.11258278145695365,0.18994413407821228,151.0,0.1,16,3
fear,0.7391304347826086,0.20118343195266272,0.31627906976744186,169.0,0.1,16,3
shame,0.1423913043478261,0.8343949044585988,0.2432683379758589,157.0,0.1,16,3
disgust,0.6666666666666666,0.026143790849673203,0.05031446540880503,153.0,0.1,16,3
guilt,0.1553398058252427,0.10191082802547771,0.12307692307692306,157.0,0.1,16,3
anger,0.0,0.0,0.0,151.0,0.1,16,3
sadness,0.25,0.005917159763313609,0.011560693641618498,169.0,0.1,16,3
accuracy,0.18337850045167117,0.18337850045167117,0.18337850045167117,0.18337850045167117,0.1,16,3
macro avg,0.36581015268074296,0.1831618423580971,0.13349194627840852,1107.0,0.1,16,3
weighted avg,0.3681891591725421,0.18337850045167117,0.13486974115155842,1107.0,0.1,16,3
