,precision,recall,f1-score,support,lr,bs,epoch
joy,0.37142857142857144,0.2582781456953642,0.3046875,151.0,0.025000000075,16,9
fear,0.5181818181818182,0.33727810650887574,0.40860215053763443,169.0,0.025000000075,16,9
shame,0.3870967741935484,0.07643312101910828,0.1276595744680851,157.0,0.025000000075,16,9
disgust,0.18181818181818182,0.7581699346405228,0.293299620733249,153.0,0.025000000075,16,9
guilt,0.25287356321839083,0.14012738853503184,0.18032786885245902,157.0,0.025000000075,16,9
anger,0.39325842696629215,0.23178807947019867,0.29166666666666663,151.0,0.025000000075,16,9
sadness,0.23404255319148937,0.0650887573964497,0.10185185185185186,169.0,0.025000000075,16,9
accuracy,0.26377597109304424,0.26377597109304424,0.26377597109304424,0.26377597109304424,0.025000000075,16,9
macro avg,0.33409998414261316,0.26673764760936447,0.24401360472999228,1107.0,0.025000000075,16,9
weighted avg,0.33503810326248384,0.26377597109304424,0.24349148703161916,1107.0,0.025000000075,16,9
