,precision,recall,f1-score,support,lr,bs,epoch
joy,0.352,0.2913907284768212,0.3188405797101449,151.0,0.0375000000625,16,13
fear,0.5510204081632653,0.31952662721893493,0.4044943820224719,169.0,0.0375000000625,16,13
shame,0.2826086956521739,0.08280254777070063,0.12807881773399016,157.0,0.0375000000625,16,13
disgust,0.18257956448911222,0.7124183006535948,0.2906666666666667,153.0,0.0375000000625,16,13
guilt,0.2777777777777778,0.1910828025477707,0.22641509433962267,157.0,0.0375000000625,16,13
anger,0.41379310344827586,0.23841059602649006,0.3025210084033613,151.0,0.0375000000625,16,13
sadness,0.21739130434782608,0.05917159763313609,0.09302325581395349,169.0,0.0375000000625,16,13
accuracy,0.26738934056007224,0.26738934056007224,0.26738934056007224,0.26738934056007224,0.0375000000625,16,13
macro avg,0.325310121982633,0.27068617147534973,0.25200568638431586,1107.0,0.0375000000625,16,13
weighted avg,0.32647848936802226,0.26738934056007224,0.2511595526603907,1107.0,0.0375000000625,16,13
