,precision,recall,f1-score,support,lr,bs,epoch
joy,0.319672131147541,0.2582781456953642,0.2857142857142857,151.0,0.01250000008749999,32,7
fear,0.5327102803738317,0.33727810650887574,0.41304347826086957,169.0,0.01250000008749999,32,7
shame,0.7,0.044585987261146494,0.08383233532934131,157.0,0.01250000008749999,32,7
disgust,0.1821138211382114,0.7320261437908496,0.2916666666666667,153.0,0.01250000008749999,32,7
guilt,0.2857142857142857,0.10191082802547771,0.1502347417840376,157.0,0.01250000008749999,32,7
anger,0.3357664233576642,0.304635761589404,0.3194444444444444,151.0,0.01250000008749999,32,7
sadness,0.23333333333333334,0.08284023668639054,0.12227074235807858,169.0,0.01250000008749999,32,7
accuracy,0.26287262872628725,0.26287262872628725,0.26287262872628725,0.26287262872628725,0.01250000008749999,32,7
macro avg,0.3699014678664096,0.26593645850821546,0.23802952779396055,1107.0,0.01250000008749999,32,7
weighted avg,0.371321725327991,0.26287262872628725,0.23777832217287348,1107.0,0.01250000008749999,32,7
