,precision,recall,f1-score,support,lr,bs,epoch
joy,0.35772357723577236,0.2913907284768212,0.32116788321167883,151.0,0.05000000005,16,3
fear,0.5346534653465347,0.31952662721893493,0.4,169.0,0.05000000005,16,3
shame,0.36363636363636365,0.050955414012738856,0.08938547486033521,157.0,0.05000000005,16,3
disgust,0.17701863354037267,0.7450980392156863,0.28607277289836885,153.0,0.05000000005,16,3
guilt,0.24271844660194175,0.1592356687898089,0.19230769230769232,157.0,0.05000000005,16,3
anger,0.4268292682926829,0.23178807947019867,0.3004291845493562,151.0,0.05000000005,16,3
sadness,0.21875,0.04142011834319527,0.06965174129353235,169.0,0.05000000005,16,3
accuracy,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.05000000005,16,3
macro avg,0.33161853637909544,0.2627735250753406,0.2370021070172805,1107.0,0.05000000005,16,3
weighted avg,0.33249703835361527,0.25925925925925924,0.23597765402832344,1107.0,0.05000000005,16,3
