,precision,recall,f1-score,support,lr,bs,epoch
joy,0.33064516129032256,0.271523178807947,0.2981818181818182,151.0,0.025000000075,32,7
fear,0.6,0.28402366863905326,0.3855421686746988,169.0,0.025000000075,32,7
shame,0.75,0.03821656050955414,0.07272727272727272,157.0,0.025000000075,32,7
disgust,0.18022328548644337,0.738562091503268,0.2897435897435897,153.0,0.025000000075,32,7
guilt,0.3116883116883117,0.15286624203821655,0.20512820512820515,157.0,0.025000000075,32,7
anger,0.2922077922077922,0.2980132450331126,0.29508196721311475,151.0,0.025000000075,32,7
sadness,0.24324324324324326,0.05325443786982249,0.08737864077669903,169.0,0.025000000075,32,7
accuracy,0.25835591689250226,0.25835591689250226,0.25835591689250226,0.25835591689250226,0.025000000075,32,7
macro avg,0.38685825627373044,0.2623513463429963,0.23339766606362833,1107.0,0.025000000075,32,7
weighted avg,0.3891762707324428,0.25835591689250226,0.2325750023902442,1107.0,0.025000000075,32,7
