,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,32,13
fear,0.0,0.0,0.0,169.0,1e-10,32,13
shame,0.0,0.0,0.0,157.0,1e-10,32,13
disgust,0.13878676470588236,0.9869281045751634,0.24335213537469788,153.0,1e-10,32,13
guilt,0.0,0.0,0.0,157.0,1e-10,32,13
anger,0.05555555555555555,0.006622516556291391,0.01183431952662722,151.0,1e-10,32,13
sadness,0.0,0.0,0.0,169.0,1e-10,32,13
accuracy,0.13730803974706413,0.13730803974706413,0.13730803974706413,0.13730803974706413,1e-10,32,13
macro avg,0.027763188608776846,0.14193580301877926,0.03645520784304644,1107.0,1e-10,32,13
weighted avg,0.026759949312456087,0.13730803974706413,0.03524829174421814,1107.0,1e-10,32,13
