,precision,recall,f1-score,support,lr,bs,epoch
joy,0.13689936536718042,1.0,0.240829346092504,151.0,0.05000000005,64,11
fear,0.0,0.0,0.0,169.0,0.05000000005,64,11
shame,0.0,0.0,0.0,157.0,0.05000000005,64,11
disgust,0.0,0.0,0.0,153.0,0.05000000005,64,11
guilt,0.25,0.006369426751592357,0.012422360248447206,157.0,0.05000000005,64,11
anger,0.0,0.0,0.0,151.0,0.05000000005,64,11
sadness,0.0,0.0,0.0,169.0,0.05000000005,64,11
accuracy,0.13730803974706413,0.13730803974706413,0.13730803974706413,0.13730803974706413,0.05000000005,64,11
macro avg,0.0552713379095972,0.1437670609645132,0.03617881519156446,1107.0,0.05000000005,64,11
weighted avg,0.05412990439967863,0.13730803974706413,0.0346120522303291,1107.0,0.05000000005,64,11
