,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,0.0375000000625,64,13
fear,0.16230936819172112,0.8816568047337278,0.2741490340386385,169.0,0.0375000000625,64,13
shame,0.0,0.0,0.0,157.0,0.0375000000625,64,13
disgust,0.0,0.0,0.0,153.0,0.0375000000625,64,13
guilt,0.0,0.0,0.0,157.0,0.0375000000625,64,13
anger,0.1595744680851064,0.1986754966887417,0.17699115044247787,151.0,0.0375000000625,64,13
sadness,0.0,0.0,0.0,169.0,0.0375000000625,64,13
accuracy,0.16169828364950317,0.16169828364950317,0.16169828364950317,0.16169828364950317,0.0375000000625,64,13
macro avg,0.04598340518240392,0.15433318591749565,0.06444859778301662,1107.0,0.0375000000625,64,13
weighted avg,0.04654564399751756,0.16169828364950317,0.06599534821078958,1107.0,0.0375000000625,64,13
