,precision,recall,f1-score,support,lr,bs,epoch
joy,0.4,0.18543046357615894,0.2533936651583711,151.0,0.025000000075,16,1
fear,0.4596774193548387,0.33727810650887574,0.3890784982935153,169.0,0.025000000075,16,1
shame,1.0,0.012738853503184714,0.025157232704402517,157.0,0.025000000075,16,1
disgust,0.17254901960784313,0.8627450980392157,0.2875816993464052,153.0,0.025000000075,16,1
guilt,0.24,0.03821656050955414,0.06593406593406594,157.0,0.025000000075,16,1
anger,0.3173076923076923,0.2185430463576159,0.2588235294117647,151.0,0.025000000075,16,1
sadness,0.35294117647058826,0.03550295857988166,0.06451612903225806,169.0,0.025000000075,16,1
accuracy,0.23848238482384823,0.23848238482384823,0.23848238482384823,0.23848238482384823,0.025000000075,16,1
macro avg,0.4203536153915661,0.24149358386778383,0.19206925998296898,1107.0,0.025000000075,16,1
weighted avg,0.4216133732908389,0.23848238482384823,0.19178285662546138,1107.0,0.025000000075,16,1
