,precision,recall,f1-score,support,lr,bs,epoch
joy,0.2953020134228188,0.2913907284768212,0.2933333333333334,151.0,0.05000000005,32,9
fear,0.5098039215686274,0.3076923076923077,0.3837638376383764,169.0,0.05000000005,32,9
shame,0.19047619047619047,0.025477707006369428,0.04494382022471911,157.0,0.05000000005,32,9
disgust,0.5454545454545454,0.0392156862745098,0.07317073170731708,153.0,0.05000000005,32,9
guilt,0.16541353383458646,0.8407643312101911,0.2764397905759162,157.0,0.05000000005,32,9
anger,0.76,0.12582781456953643,0.21590909090909094,151.0,0.05000000005,32,9
sadness,1.0,0.005917159763313609,0.011764705882352941,169.0,0.05000000005,32,9
accuracy,0.23306233062330622,0.23306233062330622,0.23306233062330622,0.23306233062330622,0.05000000005,32,9
macro avg,0.4952071721081098,0.23375510499900704,0.1856179014673008,1107.0,0.05000000005,32,9
weighted avg,0.5003041544203082,0.23306233062330622,0.1855395472109563,1107.0,0.05000000005,32,9
