,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,0.08750000001250001,32,1
fear,0.0,0.0,0.0,169.0,0.08750000001250001,32,1
shame,0.1410488245931284,0.9936305732484076,0.2470308788598575,157.0,0.08750000001250001,32,1
disgust,0.0,0.0,0.0,153.0,0.08750000001250001,32,1
guilt,0.0,0.0,0.0,157.0,0.08750000001250001,32,1
anger,0.0,0.0,0.0,151.0,0.08750000001250001,32,1
sadness,0.0,0.0,0.0,169.0,0.08750000001250001,32,1
accuracy,0.14092140921409213,0.14092140921409213,0.14092140921409213,0.14092140921409213,0.08750000001250001,32,1
macro avg,0.020149832084732627,0.14194722474977253,0.035290125551408216,1107.0,0.08750000001250001,32,1
weighted avg,0.0200042145086912,0.14092140921409213,0.035035093027098126,1107.0,0.08750000001250001,32,1
