,precision,recall,f1-score,support,lr,bs,epoch
joy,0.37037037037037035,0.1986754966887417,0.25862068965517243,151.0,0.1,16,5
fear,0.5866666666666667,0.2603550295857988,0.36065573770491804,169.0,0.1,16,5
shame,0.14833333333333334,0.5668789808917197,0.23513870541611626,157.0,0.1,16,5
disgust,0.1736842105263158,0.21568627450980393,0.19241982507288635,153.0,0.1,16,5
guilt,0.23529411764705882,0.15286624203821655,0.18532818532818532,157.0,0.1,16,5
anger,0.5789473684210527,0.1456953642384106,0.23280423280423282,151.0,0.1,16,5
sadness,0.2857142857142857,0.03550295857988166,0.06315789473684211,169.0,0.1,16,5
accuracy,0.2240289069557362,0.2240289069557362,0.2240289069557362,0.2240289069557362,0.1,16,5
macro avg,0.3398586218112976,0.22509433521893898,0.2183036101026219,1107.0,0.1,16,5
weighted avg,0.34108631754682356,0.2240289069557362,0.2179613389855778,1107.0,0.1,16,5
