,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,32,11
fear,0.0,0.0,0.0,169.0,1e-10,32,11
shame,0.14220183486238533,0.9872611464968153,0.24859663191659986,157.0,1e-10,32,11
disgust,0.0,0.0,0.0,153.0,1e-10,32,11
guilt,0.0,0.0,0.0,157.0,1e-10,32,11
anger,0.17647058823529413,0.019867549668874173,0.03571428571428572,151.0,1e-10,32,11
sadness,0.0,0.0,0.0,169.0,1e-10,32,11
accuracy,0.14272809394760613,0.14272809394760613,0.14272809394760613,0.14272809394760613,1e-10,32,11
macro avg,0.045524631871097065,0.14387552802366993,0.040615845375840794,1107.0,1e-10,32,11
weighted avg,0.04423915708845882,0.14272809394760613,0.04012875190041854,1107.0,1e-10,32,11
