,precision,recall,f1-score,support,lr,bs,epoch
joy,0.37962962962962965,0.271523178807947,0.31660231660231664,151.0,0.05000000005,16,13
fear,0.5625,0.31952662721893493,0.4075471698113207,169.0,0.05000000005,16,13
shame,0.2641509433962264,0.08917197452229299,0.13333333333333333,157.0,0.05000000005,16,13
disgust,0.18855218855218855,0.7320261437908496,0.2998661311914324,153.0,0.05000000005,16,13
guilt,0.256,0.20382165605095542,0.22695035460992907,157.0,0.05000000005,16,13
anger,0.4125,0.2185430463576159,0.2857142857142857,151.0,0.05000000005,16,13
sadness,0.23529411764705882,0.07100591715976332,0.1090909090909091,169.0,0.05000000005,16,13
accuracy,0.26919602529358627,0.26919602529358627,0.26919602529358627,0.26919602529358627,0.05000000005,16,13
macro avg,0.32837526846072906,0.272231220558337,0.25415778576478953,1107.0,0.05000000005,16,13
weighted avg,0.32967566659270037,0.26919602529358627,0.25357335082535243,1107.0,0.05000000005,16,13
