,precision,recall,f1-score,support,lr,bs,epoch
joy,0.4,0.18543046357615894,0.2533936651583711,151.0,0.08750000001250001,16,7
fear,0.5697674418604651,0.28994082840236685,0.38431372549019605,169.0,0.08750000001250001,16,7
shame,0.15981012658227847,0.643312101910828,0.25602027883396705,157.0,0.08750000001250001,16,7
disgust,0.19014084507042253,0.17647058823529413,0.18305084745762712,153.0,0.08750000001250001,16,7
guilt,0.24752475247524752,0.1592356687898089,0.1937984496124031,157.0,0.08750000001250001,16,7
anger,0.5,0.17218543046357615,0.25615763546798026,151.0,0.08750000001250001,16,7
sadness,0.2916666666666667,0.04142011834319527,0.07253886010362695,169.0,0.08750000001250001,16,7
accuracy,0.23757904245709124,0.23757904245709124,0.23757904245709124,0.23757904245709124,0.08750000001250001,16,7
macro avg,0.33698711895072575,0.23828502853160405,0.2284676374463102,1107.0,0.08750000001250001,16,7
weighted avg,0.3383247422302543,0.23757904245709124,0.22834566701628925,1107.0,0.08750000001250001,16,7
