,precision,recall,f1-score,support,lr,bs,epoch
joy,1.0,0.026490066225165563,0.05161290322580646,151.0,0.0375000000625,64,11
fear,0.0,0.0,0.0,169.0,0.0375000000625,64,11
shame,0.0,0.0,0.0,157.0,0.0375000000625,64,11
disgust,0.13883847549909256,1.0,0.24382470119521912,153.0,0.0375000000625,64,11
guilt,0.0,0.0,0.0,157.0,0.0375000000625,64,11
anger,0.0,0.0,0.0,151.0,0.0375000000625,64,11
sadness,0.0,0.0,0.0,169.0,0.0375000000625,64,11
accuracy,0.14182475158084915,0.14182475158084915,0.14182475158084915,0.14182475158084915,0.0375000000625,64,11
macro avg,0.16269121078558466,0.1466414380321665,0.04220537206014651,1107.0,0.0375000000625,64,11
weighted avg,0.1555937549696126,0.14182475158084915,0.0407395913911159,1107.0,0.0375000000625,64,11
