,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,64,1
fear,0.0,0.0,0.0,169.0,1e-10,64,1
shame,0.75,0.01910828025477707,0.037267080745341616,157.0,1e-10,64,1
disgust,0.1387126019945603,1.0,0.24363057324840762,153.0,1e-10,64,1
guilt,0.0,0.0,0.0,157.0,1e-10,64,1
anger,0.0,0.0,0.0,151.0,1e-10,64,1
sadness,0.0,0.0,0.0,169.0,1e-10,64,1
accuracy,0.14092140921409213,0.14092140921409213,0.14092140921409213,0.14092140921409213,1e-10,64,1
macro avg,0.12695894314208003,0.14558689717925385,0.04012823628482132,1107.0,1e-10,64,1
weighted avg,0.12554022412390942,0.14092140921409213,0.038957912722696476,1107.0,1e-10,64,1
