,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,0.0625000000375,32,1
fear,0.0,0.0,0.0,169.0,0.0625000000375,32,1
shame,0.14012738853503184,0.9808917197452229,0.24522292993630573,157.0,0.0625000000375,32,1
disgust,0.0,0.0,0.0,153.0,0.0625000000375,32,1
guilt,0.125,0.006369426751592357,0.012121212121212121,157.0,0.0625000000375,32,1
anger,0.0,0.0,0.0,151.0,0.0625000000375,32,1
sadness,0.0,0.0,0.0,169.0,0.0625000000375,32,1
accuracy,0.14001806684733514,0.14001806684733514,0.14001806684733514,0.14001806684733514,0.0625000000375,32,1
macro avg,0.03787534121929026,0.1410373066424022,0.0367634488653597,1107.0,0.0625000000375,32,1
weighted avg,0.037601626016260166,0.14001806684733514,0.03649776901809423,1107.0,0.0625000000375,32,1
