,precision,recall,f1-score,support,lr,bs,epoch
joy,0.38235294117647056,0.2582781456953642,0.30830039525691694,151.0,0.025000000075,16,7
fear,0.5221238938053098,0.34911242603550297,0.4184397163120568,169.0,0.025000000075,16,7
shame,0.3548387096774194,0.07006369426751592,0.11702127659574467,157.0,0.025000000075,16,7
disgust,0.179080824088748,0.738562091503268,0.288265306122449,153.0,0.025000000075,16,7
guilt,0.27380952380952384,0.1464968152866242,0.19087136929460582,157.0,0.025000000075,16,7
anger,0.36363636363636365,0.23841059602649006,0.288,151.0,0.025000000075,16,7
sadness,0.2127659574468085,0.05917159763313609,0.0925925925925926,169.0,0.025000000075,16,7
accuracy,0.26287262872628725,0.26287262872628725,0.26287262872628725,0.26287262872628725,0.025000000075,16,7
macro avg,0.32694403052009197,0.26572790949255737,0.24335580802490941,1107.0,0.025000000075,16,7
weighted avg,0.327857189368902,0.26287262872628725,0.24286319523956632,1107.0,0.025000000075,16,7
