,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,32,7
fear,0.0,0.0,0.0,169.0,1e-10,32,7
shame,0.07142857142857142,0.006369426751592357,0.011695906432748539,157.0,1e-10,32,7
disgust,0.0,0.0,0.0,153.0,1e-10,32,7
guilt,0.0,0.0,0.0,157.0,1e-10,32,7
anger,0.13577981651376148,0.9801324503311258,0.23851732473811443,151.0,1e-10,32,7
sadness,0.0,0.0,0.0,169.0,1e-10,32,7
accuracy,0.13459801264679314,0.13459801264679314,0.13459801264679314,0.13459801264679314,1e-10,32,7
macro avg,0.029601198277476128,0.14092883958324545,0.03574474731012328,1107.0,1e-10,32,7
weighted avg,0.028651344180545348,0.13459801264679314,0.03419365252520036,1107.0,1e-10,32,7
