,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,64,11
fear,0.0,0.0,0.0,169.0,1e-10,64,11
shame,0.0,0.0,0.0,157.0,1e-10,64,11
disgust,0.0,0.0,0.0,153.0,1e-10,64,11
guilt,0.3333333333333333,0.006369426751592357,0.0125,157.0,1e-10,64,11
anger,0.1358249772105743,0.9867549668874173,0.2387820512820513,151.0,1e-10,64,11
sadness,0.0,0.0,0.0,169.0,1e-10,64,11
accuracy,0.13550135501355012,0.13550135501355012,0.13550135501355012,0.13550135501355012,1e-10,64,11
macro avg,0.0670226157919868,0.14187491337700137,0.035897435897435895,1107.0,1e-10,64,11
weighted avg,0.06580208210671187,0.13550135501355012,0.0343438028397378,1107.0,1e-10,64,11
