,precision,recall,f1-score,support,lr,bs,epoch
joy,0.34108527131782945,0.2913907284768212,0.3142857142857143,151.0,0.0625000000375,16,13
fear,0.6024096385542169,0.2958579881656805,0.3968253968253968,169.0,0.0625000000375,16,13
shame,0.1649048625792812,0.4968152866242038,0.24761904761904763,157.0,0.0625000000375,16,13
disgust,0.2261904761904762,0.24836601307189543,0.2367601246105919,153.0,0.0625000000375,16,13
guilt,0.23529411764705882,0.22929936305732485,0.23225806451612901,157.0,0.0625000000375,16,13
anger,0.4827586206896552,0.18543046357615894,0.2679425837320574,151.0,0.0625000000375,16,13
sadness,0.2558139534883721,0.0650887573964497,0.10377358490566037,169.0,0.0625000000375,16,13
accuracy,0.25745257452574527,0.25745257452574527,0.25745257452574527,0.25745257452574527,0.0625000000375,16,13
macro avg,0.3297795629238415,0.2588926571955049,0.25706635949922824,1107.0,0.0625000000375,16,13
weighted avg,0.3314169805790479,0.25745257452574527,0.25662394452021275,1107.0,0.0625000000375,16,13
