,precision,recall,f1-score,support,lr,bs,epoch
joy,0.37168141592920356,0.2781456953642384,0.3181818181818182,151.0,0.0375000000625,16,7
fear,0.5225225225225225,0.3431952662721893,0.41428571428571426,169.0,0.0375000000625,16,7
shame,0.4090909090909091,0.05732484076433121,0.1005586592178771,157.0,0.0375000000625,16,7
disgust,0.178060413354531,0.7320261437908496,0.2864450127877238,153.0,0.0375000000625,16,7
guilt,0.26262626262626265,0.16560509554140126,0.203125,157.0,0.0375000000625,16,7
anger,0.4117647058823529,0.23178807947019867,0.2966101694915254,151.0,0.0375000000625,16,7
sadness,0.25,0.07100591715976332,0.11059907834101382,169.0,0.0375000000625,16,7
accuracy,0.26558265582655827,0.26558265582655827,0.26558265582655827,0.26558265582655827,0.0375000000625,16,7
macro avg,0.3436780327722545,0.26844157690899595,0.2471150646150961,1107.0,0.0375000000625,16,7
weighted avg,0.3446788707341378,0.26558265582655827,0.2466517990481666,1107.0,0.0375000000625,16,7
