,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,16,3
fear,0.15231187669990934,0.9940828402366864,0.2641509433962264,169.0,1e-10,16,3
shame,0.0,0.0,0.0,157.0,1e-10,16,3
disgust,0.0,0.0,0.0,153.0,1e-10,16,3
guilt,0.0,0.0,0.0,157.0,1e-10,16,3
anger,0.0,0.0,0.0,151.0,1e-10,16,3
sadness,0.0,0.0,0.0,169.0,1e-10,16,3
accuracy,0.15176151761517614,0.15176151761517614,0.15176151761517614,0.15176151761517614,1e-10,16,3
macro avg,0.021758839528558477,0.14201183431952663,0.03773584905660377,1107.0,1e-10,16,3
weighted avg,0.023252671329977125,0.15176151761517614,0.04032656678768046,1107.0,1e-10,16,3
