,precision,recall,f1-score,support,lr,bs,epoch
joy,0.5357142857142857,0.09933774834437085,0.16759776536312848,151.0,0.1,16,13
fear,0.6721311475409836,0.24260355029585798,0.3565217391304348,169.0,0.1,16,13
shame,0.1520912547528517,0.25477707006369427,0.19047619047619047,157.0,0.1,16,13
disgust,0.16422764227642275,0.6601307189542484,0.2630208333333333,153.0,0.1,16,13
guilt,0.2,0.06369426751592357,0.09661835748792272,157.0,0.1,16,13
anger,0.5833333333333334,0.18543046357615894,0.28140703517587945,151.0,0.1,16,13
sadness,0.23809523809523808,0.05917159763313609,0.09478672985781988,169.0,0.1,16,13
accuracy,0.22131887985546522,0.22131887985546522,0.22131887985546522,0.22131887985546522,0.1,16,13
macro avg,0.36365612881615933,0.2235922023404843,0.20720409297495848,1107.0,0.1,16,13
weighted avg,0.3642363197047898,0.22131887985546522,0.2072148940115366,1107.0,0.1,16,13
