,precision,recall,f1-score,support,lr,bs,epoch
joy,0.32978723404255317,0.2052980132450331,0.25306122448979596,151.0,0.025000000075,32,1
fear,0.5714285714285714,0.2603550295857988,0.35772357723577236,169.0,0.025000000075,32,1
shame,0.0,0.0,0.0,157.0,0.025000000075,32,1
disgust,0.22727272727272727,0.19607843137254902,0.2105263157894737,153.0,0.025000000075,32,1
guilt,0.2608695652173913,0.03821656050955414,0.06666666666666667,157.0,0.025000000075,32,1
anger,0.14675324675324675,0.7483443708609272,0.24538545059717698,151.0,0.025000000075,32,1
sadness,0.2727272727272727,0.01775147928994083,0.03333333333333333,169.0,0.025000000075,32,1
accuracy,0.2050587172538392,0.2050587172538392,0.2050587172538392,0.2050587172538392,0.025000000075,32,1
macro avg,0.25840551677739465,0.20943484069482904,0.1666709383017456,1107.0,0.025000000075,32,1
weighted avg,0.2622847328585015,0.2050587172538392,0.16624323288777593,1107.0,0.025000000075,32,1
