,precision,recall,f1-score,support,lr,bs,epoch
joy,0.3855421686746988,0.2119205298013245,0.27350427350427353,151.0,0.08750000001250001,16,9
fear,0.6103896103896104,0.2781065088757396,0.38211382113821135,169.0,0.08750000001250001,16,9
shame,0.1625207296849088,0.6242038216560509,0.25789473684210523,157.0,0.08750000001250001,16,9
disgust,0.17105263157894737,0.16993464052287582,0.17049180327868851,153.0,0.08750000001250001,16,9
guilt,0.23275862068965517,0.17197452229299362,0.1978021978021978,157.0,0.08750000001250001,16,9
anger,0.5208333333333334,0.16556291390728478,0.25125628140703515,151.0,0.08750000001250001,16,9
sadness,0.21428571428571427,0.03550295857988166,0.060913705583756354,169.0,0.08750000001250001,16,9
accuracy,0.23577235772357724,0.23577235772357724,0.23577235772357724,0.23577235772357724,0.08750000001250001,16,9
macro avg,0.3281975440909812,0.23674369937659298,0.22771097422232398,1107.0,0.08750000001250001,16,9
weighted avg,0.32923463533308783,0.23577235772357724,0.22740755234725843,1107.0,0.08750000001250001,16,9
