,precision,recall,f1-score,support,lr,bs,epoch
joy,0.39,0.2582781456953642,0.3107569721115538,151.0,0.025000000075,16,13
fear,0.5225225225225225,0.3431952662721893,0.41428571428571426,169.0,0.025000000075,16,13
shame,0.28125,0.05732484076433121,0.09523809523809525,157.0,0.025000000075,16,13
disgust,0.18341307814992025,0.7516339869281046,0.2948717948717948,153.0,0.025000000075,16,13
guilt,0.27956989247311825,0.16560509554140126,0.208,157.0,0.025000000075,16,13
anger,0.3978494623655914,0.24503311258278146,0.30327868852459017,151.0,0.025000000075,16,13
sadness,0.21568627450980393,0.0650887573964497,0.09999999999999999,169.0,0.025000000075,16,13
accuracy,0.26648599819331525,0.26648599819331525,0.26648599819331525,0.26648599819331525,0.025000000075,16,13
macro avg,0.3243273185744223,0.26945131502580305,0.24663303786167834,1107.0,0.025000000075,16,13
weighted avg,0.3250528270920369,0.26648599819331525,0.2460320108745339,1107.0,0.025000000075,16,13
