,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,32,11
fear,0.0,0.0,0.0,169.0,1e-10,32,11
shame,0.0,0.0,0.0,157.0,1e-10,32,11
disgust,0.0,0.0,0.0,153.0,1e-10,32,11
guilt,0.0,0.0,0.0,157.0,1e-10,32,11
anger,0.13665158371040723,1.0,0.24044585987261144,151.0,1e-10,32,11
sadness,0.0,0.0,0.0,169.0,1e-10,32,11
accuracy,0.13640469738030714,0.13640469738030714,0.13640469738030714,0.13640469738030714,1e-10,32,11
macro avg,0.01952165481577246,0.14285714285714285,0.0343494085532302,1107.0,1e-10,32,11
weighted avg,0.018639917922557807,0.13640469738030714,0.0327979447522713,1107.0,1e-10,32,11
