,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,32,5
fear,0.0,0.0,0.0,169.0,1e-10,32,5
shame,0.14182475158084915,1.0,0.24841772151898736,157.0,1e-10,32,5
disgust,0.0,0.0,0.0,153.0,1e-10,32,5
guilt,0.0,0.0,0.0,157.0,1e-10,32,5
anger,0.0,0.0,0.0,151.0,1e-10,32,5
sadness,0.0,0.0,0.0,169.0,1e-10,32,5
accuracy,0.14182475158084915,0.14182475158084915,0.14182475158084915,0.14182475158084915,1e-10,32,5
macro avg,0.020260678797264165,0.14285714285714285,0.035488245931283906,1107.0,1e-10,32,5
weighted avg,0.02011426016096957,0.14182475158084915,0.035231781642710944,1107.0,1e-10,32,5
